key,L/S,TOS 15min,TOS 1hr,TOS 1day,,Profit,Orders,wincnt,losscnt,wins$,loss$,ratio,,,,,,,,,,,,,,,17,172,18,182,19,192,201,220,211,Rank
longATR15:AATR1:AATRD:ACCI15:IUCCIA15:ILCCIA1h:IUCCIA1d:ILSpread:M,,,,,,-225,4,1,3,12.5,-237.5,0.052631579,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:HATR1:AATRD:ACCI15:OCCIA15:OCCIA1h:OCCIA1d:USpread:H,,,,,,-225,1,,1,,-225,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:LATR1:AATRD:ACCI15:IUCCIA15:IUCCIA1h:ILCCIA1d:OSpread:L,,,,,,-225,6,1,5,25,-250,0.1,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:AATRD:HCCI15:IUCCIA15:IUCCIA1h:IUCCIA1d:ILSpread:L,,,,,,-225,13,4,9,725,-950,0.763157895,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:HATR1:AATRD:ACCI15:UCCIA15:UCCIA1h:ILCCIA1d:USpread:L,,,,,,-225,2,,2,,-225,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:AATRD:HCCI15:ILCCIA15:UCCIA1h:IUCCIA1d:USpread:A,,,,,,-225,1,,1,,-225,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:HATR1:AATRD:HCCI15:IUCCIA15:IUCCIA1h:UCCIA1d:IUSpread:A,,,,,,-225,1,,1,,-225,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:HATR1:AATRD:HCCI15:ILCCIA15:UCCIA1h:ILCCIA1d:USpread:H,,,,,,-225,1,,1,,-225,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:HATR1:AATRD:ACCI15:ILCCIA15:UCCIA1h:ILCCIA1d:ILSpread:H,,,,,,-225,1,,1,,-225,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:LATR1:LATRD:ACCI15:UCCIA15:ILCCIA1h:ILCCIA1d:IUSpread:O,,,,,,-225,7,1,6,50,-275,0.181818182,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:AATRD:ACCI15:UCCIA15:UCCIA1h:UCCIA1d:OSpread:M,,,,,,-225,11,5,6,400,-625,0.64,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:HATR1:AATRD:ACCI15:UCCIA15:UCCIA1h:ILCCIA1d:OSpread:H,,,,,,-225,3,1,2,262.5,-487.5,0.538461538,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:LATR1:AATRD:ACCI15:IUCCIA15:IUCCIA1h:IUCCIA1d:ILSpread:L,,,,,,-225,5,,5,,-225,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:LATR1:AATRD:ACCI15:UCCIA15:UCCIA1h:ILCCIA1d:ILSpread:L,,,,,,-225,2,,2,,-225,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:HATR1:AATRD:HCCI15:IUCCIA15:IUCCIA1h:OCCIA1d:ILSpread:L,,,,,,-225,1,,1,,-225,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:HATR1:HATRD:HCCI15:UCCIA15:UCCIA1h:UCCIA1d:USpread:L,,,,,,-225,23,9,14,3612.5,-3837.5,0.941368078,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:HATR1:AATRD:HCCI15:OCCIA15:OCCIA1h:OCCIA1d:IUSpread:H,,,,,,-225,1,,1,,-225,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:AATRD:HCCI15:ILCCIA15:IUCCIA1h:OCCIA1d:ILSpread:L,,,,,,-225,1,,1,,-225,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:AATRD:ACCI15:UCCIA15:UCCIA1h:ILCCIA1d:USpread:M,,,,,,-225,6,3,3,262.5,-487.5,0.538461538,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:HATR1:AATRD:ACCI15:UCCIA15:UCCIA1h:ILCCIA1d:USpread:M,,,,,,-225,1,,1,,-225,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:AATRD:HCCI15:UCCIA15:ILCCIA1h:IUCCIA1d:OSpread:H,,,,,,-225,6,1,5,112.5,-337.5,0.333333333,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:AATRD:ACCI15:IUCCIA15:OCCIA1h:UCCIA1d:OSpread:O,,,,,,-225,3,1,2,37.5,-262.5,0.142857143,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:AATRD:HCCI15:ILCCIA15:IUCCIA1h:ILCCIA1d:IUSpread:H,,,,,,-225,2,,2,,-225,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:AATRD:ACCI15:UCCIA15:IUCCIA1h:UCCIA1d:OSpread:O,,,,,,-225,2,,2,,-225,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:LATRD:ACCI15:ILCCIA15:ILCCIA1h:ILCCIA1d:IUSpread:A,,,,,,-225,4,,4,,-225,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:LATRD:ACCI15:IUCCIA15:OCCIA1h:IUCCIA1d:IUSpread:O,,,,,,-237.5,7,1,6,37.5,-275,0.136363636,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:HATR1:AATRD:HCCI15:ILCCIA15:ILCCIA1h:ILCCIA1d:ILSpread:A,,,,,,-237.5,3,1,2,25,-262.5,0.095238095,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:HATR1:AATRD:ACCI15:UCCIA15:UCCIA1h:ILCCIA1d:OSpread:L,,,,,,-237.5,1,,1,,-237.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:LATR1:LATRD:ACCI15:OCCIA15:OCCIA1h:IUCCIA1d:ILSpread:A,,,,,,-237.5,7,1,6,112.5,-350,0.321428571,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:AATRD:HCCI15:UCCIA15:OCCIA1h:ILCCIA1d:IUSpread:O,,,,,,-237.5,1,,1,,-237.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:AATRD:HCCI15:IUCCIA15:IUCCIA1h:ILCCIA1d:USpread:O,,,,,,-237.5,1,,1,,-237.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:HATRD:HCCI15:ILCCIA15:UCCIA1h:IUCCIA1d:IUSpread:M,,,,,,-237.5,3,1,2,12.5,-250,0.05,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:HATR1:HATRD:HCCI15:IUCCIA15:ILCCIA1h:ILCCIA1d:ILSpread:H,,,,,,-237.5,12,6,6,1487.5,-1725,0.862318841,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:HATR1:AATRD:ACCI15:ILCCIA15:IUCCIA1h:IUCCIA1d:IUSpread:L,,,,,,-237.5,1,,1,,-237.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:HATR1:HATRD:HCCI15:OCCIA15:OCCIA1h:UCCIA1d:ILSpread:H,,,,,,-237.5,2,1,1,100,-337.5,0.296296296,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:HATR1:AATRD:HCCI15:UCCIA15:ILCCIA1h:UCCIA1d:USpread:O,,,,,,-237.5,1,,1,,-237.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:AATRD:ACCI15:OCCIA15:OCCIA1h:UCCIA1d:OSpread:L,,,,,,-237.5,4,1,3,25,-262.5,0.095238095,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:HATRD:HCCI15:UCCIA15:UCCIA1h:UCCIA1d:IUSpread:L,,,,,,-237.5,2,,2,,-237.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:AATRD:HCCI15:IUCCIA15:IUCCIA1h:ILCCIA1d:USpread:M,,,,,,-237.5,2,,2,,-237.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:HATR1:AATRD:HCCI15:IUCCIA15:IUCCIA1h:ILCCIA1d:IUSpread:H,,,,,,-237.5,2,,2,,-237.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:HATR1:AATRD:ACCI15:IUCCIA15:OCCIA1h:ILCCIA1d:IUSpread:A,,,,,,-237.5,1,,1,,-237.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:AATRD:HCCI15:OCCIA15:OCCIA1h:OCCIA1d:ILSpread:A,,,,,,-237.5,8,1,7,62.5,-300,0.208333333,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:HATR1:AATRD:ACCI15:IUCCIA15:IUCCIA1h:UCCIA1d:ILSpread:A,,,,,,-237.5,1,,1,,-237.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:LATR1:AATRD:ACCI15:UCCIA15:UCCIA1h:ILCCIA1d:IUSpread:A,,,,,,-237.5,7,2,5,187.5,-425,0.441176471,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:HATRD:HCCI15:ILCCIA15:UCCIA1h:ILCCIA1d:USpread:L,,,,,,-237.5,2,,2,,-237.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:LATR1:LATRD:ACCI15:OCCIA15:OCCIA1h:OCCIA1d:IUSpread:A,,,,,,-237.5,5,2,3,37.5,-275,0.136363636,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:HATR1:AATRD:HCCI15:IUCCIA15:IUCCIA1h:OCCIA1d:USpread:H,,,,,,-237.5,1,,1,,-237.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:HATR1:AATRD:ACCI15:UCCIA15:ILCCIA1h:IUCCIA1d:ILSpread:L,,,,,,-237.5,1,,1,,-237.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:LATRD:ACCI15:UCCIA15:UCCIA1h:IUCCIA1d:OSpread:M,,,,,,-237.5,3,,3,,-237.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:HATRD:HCCI15:IUCCIA15:IUCCIA1h:IUCCIA1d:ILSpread:L,,,,,,-237.5,8,1,7,750,-987.5,0.759493671,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:HATRD:HCCI15:ILCCIA15:IUCCIA1h:OCCIA1d:USpread:M,,,,,,-237.5,2,,2,,-237.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:AATRD:HCCI15:UCCIA15:UCCIA1h:OCCIA1d:ILSpread:L,,,,,,-237.5,1,,1,,-237.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:HATRD:HCCI15:ILCCIA15:ILCCIA1h:OCCIA1d:ILSpread:H,,,,,,-237.5,4,,4,,-237.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:HATR1:AATRD:ACCI15:IUCCIA15:IUCCIA1h:UCCIA1d:ILSpread:O,,,,,,-237.5,1,,1,,-237.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:LATR1:AATRD:ACCI15:ILCCIA15:ILCCIA1h:UCCIA1d:IUSpread:M,,,,,,-237.5,8,,8,,-237.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:HATR1:AATRD:ACCI15:OCCIA15:ILCCIA1h:ILCCIA1d:IUSpread:O,,,,,,-237.5,2,,2,,-237.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:HATR1:AATRD:ACCI15:UCCIA15:UCCIA1h:UCCIA1d:ILSpread:H,,,,,,-237.5,1,,1,,-237.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:HATR1:HATRD:ACCI15:OCCIA15:IUCCIA1h:ILCCIA1d:IUSpread:L,,,,,,-237.5,2,,2,,-237.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:HATRD:HCCI15:UCCIA15:UCCIA1h:ILCCIA1d:ILSpread:A,,,,,,-237.5,2,,2,,-237.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:LATR1:AATRD:ACCI15:ILCCIA15:ILCCIA1h:UCCIA1d:IUSpread:A,,,,,,-237.5,5,,5,,-237.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:HATR1:AATRD:ACCI15:IUCCIA15:ILCCIA1h:ILCCIA1d:OSpread:M,,,,,,-237.5,1,,1,,-237.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:HATR1:AATRD:HCCI15:OCCIA15:IUCCIA1h:ILCCIA1d:ILSpread:O,,,,,,-237.5,1,,1,,-237.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:AATRD:HCCI15:IUCCIA15:ILCCIA1h:OCCIA1d:IUSpread:H,,,,,,-237.5,7,1,6,125,-362.5,0.344827586,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:HATRD:HCCI15:OCCIA15:IUCCIA1h:ILCCIA1d:OSpread:L,,,,,,-237.5,3,,3,,-237.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:LATR1:AATRD:ACCI15:ILCCIA15:UCCIA1h:ILCCIA1d:ILSpread:O,,,,,,-237.5,2,,2,,-237.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:HATR1:HATRD:ACCI15:IUCCIA15:IUCCIA1h:ILCCIA1d:IUSpread:M,,,,,,-237.5,1,,1,,-237.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:HATR1:HATRD:HCCI15:UCCIA15:ILCCIA1h:UCCIA1d:USpread:L,,,,,,-237.5,4,2,2,312.5,-550,0.568181818,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:HATR1:AATRD:HCCI15:ILCCIA15:UCCIA1h:IUCCIA1d:ILSpread:H,,,,,,-237.5,1,,1,,-237.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:HATRD:HCCI15:UCCIA15:UCCIA1h:ILCCIA1d:IUSpread:M,,,,,,-237.5,2,,2,,-237.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:HATR1:AATRD:HCCI15:OCCIA15:OCCIA1h:IUCCIA1d:IUSpread:A,,,,,,-237.5,1,,1,,-237.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:HATRD:HCCI15:IUCCIA15:IUCCIA1h:ILCCIA1d:ILSpread:M,,,,,,-237.5,3,,3,,-237.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:LATR1:AATRD:HCCI15:ILCCIA15:UCCIA1h:OCCIA1d:OSpread:A,,,,,,-237.5,2,,2,,-237.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:LATR1:LATRD:ACCI15:OCCIA15:OCCIA1h:IUCCIA1d:IUSpread:O,,,,,,-237.5,7,2,5,62.5,-300,0.208333333,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:HATR1:AATRD:HCCI15:UCCIA15:UCCIA1h:OCCIA1d:ILSpread:H,,,,,,-237.5,1,,1,,-237.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:HATR1:HATRD:HCCI15:IUCCIA15:ILCCIA1h:UCCIA1d:USpread:H,,,,,,-237.5,9,3,6,975,-1212.5,0.804123711,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:HATR1:AATRD:ACCI15:IUCCIA15:ILCCIA1h:ILCCIA1d:IUSpread:O,,,,,,-237.5,3,1,2,175,-412.5,0.424242424,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:AATRD:HCCI15:IUCCIA15:IUCCIA1h:UCCIA1d:IUSpread:O,,,,,,-237.5,5,1,4,50,-287.5,0.173913043,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:HATR1:AATRD:HCCI15:IUCCIA15:ILCCIA1h:ILCCIA1d:ILSpread:M,,,,,,-237.5,1,,1,,-237.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:AATRD:HCCI15:ILCCIA15:ILCCIA1h:UCCIA1d:USpread:L,,,,,,-237.5,3,,3,,-237.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:LATRD:ACCI15:ILCCIA15:UCCIA1h:ILCCIA1d:IUSpread:O,,,,,,-237.5,3,,3,,-237.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:HATR1:HATRD:ACCI15:UCCIA15:UCCIA1h:ILCCIA1d:ILSpread:L,,,,,,-237.5,2,,2,,-237.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:LATR1:AATRD:ACCI15:ILCCIA15:IUCCIA1h:ILCCIA1d:OSpread:H,,,,,,-237.5,2,,2,,-237.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:LATR1:AATRD:ACCI15:ILCCIA15:ILCCIA1h:ILCCIA1d:OSpread:A,,,,,,-237.5,11,1,10,50,-287.5,0.173913043,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:HATR1:AATRD:HCCI15:IUCCIA15:IUCCIA1h:OCCIA1d:USpread:L,,,,,,-237.5,1,,1,,-237.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:HATR1:HATRD:HCCI15:ILCCIA15:IUCCIA1h:UCCIA1d:ILSpread:L,,,,,,-237.5,1,,1,,-237.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:LATR1:AATRD:ACCI15:IUCCIA15:IUCCIA1h:IUCCIA1d:ILSpread:H,,,,,,-237.5,5,1,4,25,-262.5,0.095238095,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:LATR1:AATRD:ACCI15:UCCIA15:UCCIA1h:OCCIA1d:OSpread:A,,,,,,-237.5,6,1,5,87.5,-325,0.269230769,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:HATR1:AATRD:ACCI15:IUCCIA15:IUCCIA1h:ILCCIA1d:USpread:H,,,,,,-237.5,1,,1,,-237.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:HATR1:AATRD:HCCI15:ILCCIA15:ILCCIA1h:OCCIA1d:ILSpread:M,,,,,,-237.5,1,,1,,-237.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:HATR1:HATRD:ACCI15:ILCCIA15:UCCIA1h:ILCCIA1d:IUSpread:H,,,,,,-237.5,2,1,1,37.5,-275,0.136363636,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:HATR1:HATRD:ACCI15:ILCCIA15:ILCCIA1h:ILCCIA1d:IUSpread:L,,,,,,-237.5,2,,2,,-237.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:HATR1:AATRD:ACCI15:ILCCIA15:UCCIA1h:ILCCIA1d:ILSpread:O,,,,,,-237.5,3,,3,,-237.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:HATR1:HATRD:HCCI15:IUCCIA15:OCCIA1h:IUCCIA1d:USpread:H,,,,,,-237.5,9,3,6,1850,-2087.5,0.886227545,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:LATR1:AATRD:ACCI15:ILCCIA15:IUCCIA1h:OCCIA1d:ILSpread:O,,,,,,-237.5,4,,4,,-237.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:AATRD:ACCI15:UCCIA15:IUCCIA1h:ILCCIA1d:ILSpread:O,,,,,,-237.5,1,,1,,-237.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:AATRD:ACCI15:IUCCIA15:IUCCIA1h:UCCIA1d:IUSpread:L,,,,,,-237.5,5,1,4,12.5,-250,0.05,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:HATR1:HATRD:HCCI15:IUCCIA15:OCCIA1h:ILCCIA1d:USpread:L,,,,,,-237.5,4,1,3,862.5,-1100,0.784090909,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:HATRD:HCCI15:ILCCIA15:OCCIA1h:ILCCIA1d:USpread:O,,,,,,-237.5,1,,1,,-237.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:AATRD:HCCI15:OCCIA15:ILCCIA1h:OCCIA1d:IUSpread:O,,,,,,-237.5,1,,1,,-237.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:HATRD:HCCI15:IUCCIA15:IUCCIA1h:ILCCIA1d:IUSpread:L,,,,,,-237.5,3,,3,,-237.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:AATRD:HCCI15:ILCCIA15:UCCIA1h:IUCCIA1d:USpread:H,,,,,,-237.5,2,,2,,-237.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:HATRD:HCCI15:IUCCIA15:ILCCIA1h:IUCCIA1d:OSpread:A,,,,,,-237.5,4,1,3,12.5,-250,0.05,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:LATR1:AATRD:ACCI15:IUCCIA15:IUCCIA1h:UCCIA1d:OSpread:A,,,,,,-237.5,7,,7,,-237.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:HATRD:HCCI15:ILCCIA15:ILCCIA1h:OCCIA1d:OSpread:M,,,,,,-237.5,3,,3,,-237.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:HATRD:ACCI15:OCCIA15:OCCIA1h:UCCIA1d:IUSpread:A,,,,,,-237.5,1,,1,,-237.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:AATRD:HCCI15:UCCIA15:UCCIA1h:UCCIA1d:IUSpread:L,,,,,,-237.5,1,,1,,-237.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:AATRD:ACCI15:ILCCIA15:UCCIA1h:IUCCIA1d:ILSpread:A,,,,,,-237.5,5,2,3,37.5,-275,0.136363636,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:HATR1:HATRD:ACCI15:ILCCIA15:ILCCIA1h:ILCCIA1d:USpread:A,,,,,,-237.5,2,,2,,-237.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:AATRD:HCCI15:ILCCIA15:UCCIA1h:UCCIA1d:OSpread:H,,,,,,-237.5,4,1,3,87.5,-325,0.269230769,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:AATRD:HCCI15:OCCIA15:IUCCIA1h:IUCCIA1d:USpread:M,,,,,,-237.5,1,,1,,-237.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:AATRD:ACCI15:OCCIA15:OCCIA1h:UCCIA1d:IUSpread:O,,,,,,-237.5,4,1,3,125,-362.5,0.344827586,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:HATR1:HATRD:ACCI15:UCCIA15:UCCIA1h:ILCCIA1d:OSpread:O,,,,,,-237.5,1,,1,,-237.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:LATR1:LATRD:ACCI15:ILCCIA15:ILCCIA1h:IUCCIA1d:IUSpread:O,,,,,,-237.5,11,2,9,25,-262.5,0.095238095,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:HATR1:AATRD:HCCI15:UCCIA15:ILCCIA1h:IUCCIA1d:USpread:H,,,,,,-237.5,1,,1,,-237.5,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:AATRD:ACCI15:ILCCIA15:ILCCIA1h:UCCIA1d:USpread:L,,,,,,-250,22,7,15,962.5,-1212.5,0.793814433,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:AATRD:ACCI15:OCCIA15:OCCIA1h:IUCCIA1d:IUSpread:A,,,,,,-250,33,15,18,1187.5,-1437.5,0.826086957,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:HATRD:HCCI15:ILCCIA15:UCCIA1h:IUCCIA1d:ILSpread:O,,,,,,-250,5,2,3,275,-525,0.523809524,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:AATRD:ACCI15:IUCCIA15:IUCCIA1h:UCCIA1d:USpread:L,,,,,,-250,3,,3,,-250,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:HATR1:AATRD:ACCI15:UCCIA15:UCCIA1h:IUCCIA1d:OSpread:H,,,,,,-250,3,,3,,-250,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:HATRD:ACCI15:ILCCIA15:ILCCIA1h:IUCCIA1d:IUSpread:M,,,,,,-250,1,,1,,-250,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:HATR1:AATRD:ACCI15:OCCIA15:OCCIA1h:ILCCIA1d:USpread:M,,,,,,-250,1,,1,,-250,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:HATR1:AATRD:HCCI15:IUCCIA15:IUCCIA1h:ILCCIA1d:IUSpread:M,,,,,,-250,1,,1,,-250,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:HATRD:HCCI15:ILCCIA15:ILCCIA1h:OCCIA1d:IUSpread:H,,,,,,-250,2,,2,,-250,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:HATR1:AATRD:HCCI15:UCCIA15:UCCIA1h:IUCCIA1d:IUSpread:H,,,,,,-250,1,,1,,-250,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:HATR1:HATRD:ACCI15:IUCCIA15:OCCIA1h:IUCCIA1d:IUSpread:L,,,,,,-250,1,,1,,-250,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:AATRD:HCCI15:OCCIA15:OCCIA1h:ILCCIA1d:ILSpread:H,,,,,,-250,18,5,13,1012.5,-1262.5,0.801980198,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:HATR1:AATRD:HCCI15:UCCIA15:UCCIA1h:UCCIA1d:ILSpread:M,,,,,,-250,2,,2,,-250,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:HATR1:HATRD:ACCI15:UCCIA15:UCCIA1h:IUCCIA1d:IUSpread:O,,,,,,-250,1,,1,,-250,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:AATRD:ACCI15:ILCCIA15:UCCIA1h:OCCIA1d:ILSpread:A,,,,,,-250,3,,3,,-250,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:LATRD:ACCI15:OCCIA15:OCCIA1h:IUCCIA1d:IUSpread:M,,,,,,-250,4,1,3,12.5,-262.5,0.047619048,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:HATR1:HATRD:ACCI15:ILCCIA15:ILCCIA1h:UCCIA1d:IUSpread:H,,,,,,-250,2,,2,,-250,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:LATR1:AATRD:ACCI15:ILCCIA15:ILCCIA1h:UCCIA1d:IUSpread:L,,,,,,-250,3,,3,,-250,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:HATRD:HCCI15:ILCCIA15:ILCCIA1h:UCCIA1d:IUSpread:L,,,,,,-250,9,2,7,287.5,-537.5,0.534883721,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:AATRD:HCCI15:IUCCIA15:OCCIA1h:ILCCIA1d:IUSpread:H,,,,,,-250,4,,4,,-250,0,N,N,,,,,,,,,,,,,,,,,,,,,,
